index,title,topic_idx
34932,,4
34933,,1
34934,,4
34935,,5
34936,,0
34937,,6
34938,,0
34939,,5
34940,,1
34941,,6
34942,,4
34943,,4
34944,,5
34945,,5
34946,,0
34947,,3
34948,,6
34949,,6
34950,,5
34951,,0
34952,,1
34953,,5
34954,,4
34955,,4
34956,,3
34957,,4
34958,,4
34959,,3
34960,,3
34961,,2
34962,,3
34963,,6
34964,,4
34965,,4
34966,,6
34967,,0
34968,,6
34969,,0
34970,,5
34971,,1
34972,,6
34973,,3
34974,,4
34975,,0
34976,,0
34977,,6
34978,,1
34979,,6
34980,,2
34981,,1
34982,,6
34983,,0
34984,,2
34985,,4
34986,,0
34987,,4
34988,,5
34989,,5
34990,,1
34991,,4
34992,,3
34993,,6
34994,,4
34995,,5
34996,,1
34997,,1
34998,,3
34999,,3
35000,,0
35001,,3
35002,,3
35003,,5
35004,,0
35005,,3
35006,,0
35007,,3
35008,,0
35009,,3
35010,,6
35011,,1
35012,,1
35013,,1
35014,,2
35015,,4
35016,,2
35017,,6
35018,,0
35019,,1
35020,,4
35021,,4
35022,,5
35023,,6
35024,,5
35025,,6
35026,,6
35027,,6
35028,,0
35029,,2
35030,,3
35031,,4
35032,,6
35033,,3
35034,,2
35035,,4
35036,,1
35037,,5
35038,,3
35039,,1
35040,,0
35041,,6
35042,,0
35043,,6
35044,,0
35045,,6
35046,,5
35047,,5
35048,,1
35049,,4
35050,,0
35051,,0
35052,,6
35053,,2
35054,,3
35055,,1
35056,,4
35057,,3
35058,,4
35059,,4
35060,,1
35061,,5
35062,,3
35063,,6
35064,,3
35065,,4
35066,,6
35067,,1
35068,,1
35069,,1
35070,,6
35071,,2
35072,,2
35073,,3
35074,,1
35075,,3
35076,,4
35077,,6
35078,,5
35079,,0
35080,,6
35081,,5
35082,,6
35083,,5
35084,,5
35085,,1
35086,,0
35087,,5
35088,,2
35089,,6
35090,,5
35091,,2
35092,,2
35093,,6
35094,,0
35095,,6
35096,,0
35097,,0
35098,,5
35099,,5
35100,,3
35101,,5
35102,,1
35103,,1
35104,,0
35105,,5
35106,,0
35107,,5
35108,,2
35109,,4
35110,,1
35111,,0
35112,,1
35113,,3
35114,,1
35115,,4
35116,,6
35117,,1
35118,,3
35119,,6
35120,,5
35121,,1
35122,,3
35123,,0
35124,,1
35125,,4
35126,,4
35127,,4
35128,,0
35129,,1
35130,,4
35131,,5
35132,,0
35133,,3
35134,,3
35135,,1
35136,,0
35137,,4
35138,,5
35139,,4
35140,,5
35141,,5
35142,,1
35143,,0
35144,,2
35145,,4
35146,,3
35147,,5
35148,,6
35149,,3
35150,,2
35151,,3
35152,,1
35153,,3
35154,,2
35155,,4
35156,,5
35157,,6
35158,,6
35159,,3
35160,,4
35161,,6
35162,,4
35163,,5
35164,,4
35165,,4
35166,,2
35167,,5
35168,,0
35169,,4
35170,,1
35171,,0
35172,,6
35173,,2
35174,,0
35175,,6
35176,,5
35177,,2
35178,,3
35179,,5
35180,,5
35181,,4
35182,,0
35183,,4
35184,,0
35185,,6
35186,,2
35187,,0
35188,,6
35189,,6
35190,,4
35191,,1
35192,,4
35193,,4
35194,,4
35195,,4
35196,,2
35197,,2
35198,,0
35199,,4
35200,,5
35201,,0
35202,,6
35203,,5
35204,,0
35205,,0
35206,,5
35207,,5
35208,,5
35209,,6
35210,,6
35211,,1
35212,,4
35213,,5
35214,,4
35215,,0
35216,,5
35217,,0
35218,,1
35219,,1
35220,,0
35221,,3
35222,,6
35223,,3
35224,,1
35225,,1
35226,,0
35227,,0
35228,,3
35229,,4
35230,,5
35231,,0
35232,,3
35233,,6
35234,,6
35235,,4
35236,,0
35237,,5
35238,,3
35239,,5
35240,,4
35241,,1
35242,,3
35243,,5
35244,,0
35245,,4
35246,,0
35247,,5
35248,,1
35249,,1
35250,,3
35251,,3
35252,,1
35253,,4
35254,,6
35255,,0
35256,,4
35257,,4
35258,,4
35259,,4
35260,,6
35261,,1
35262,,1
35263,,3
35264,,4
35265,,4
35266,,6
35267,,4
35268,,6
35269,,4
35270,,5
35271,,4
35272,,6
35273,,4
35274,,5
35275,,6
35276,,4
35277,,5
35278,,2
35279,,0
35280,,1
35281,,1
35282,,5
35283,,0
35284,,5
35285,,1
35286,,2
35287,,4
35288,,0
35289,,3
35290,,5
35291,,1
35292,,0
35293,,5
35294,,1
35295,,5
35296,,6
35297,,3
35298,,4
35299,,4
35300,,5
35301,,0
35302,,6
35303,,5
35304,,6
35305,,1
35306,,3
35307,,4
35308,,0
35309,,6
35310,,0
35311,,0
35312,,2
35313,,0
35314,,2
35315,,4
35316,,1
35317,,0
35318,,6
35319,,5
35320,,1
35321,,0
35322,,5
35323,,2
35324,,6
35325,,3
35326,,3
35327,,4
35328,,5
35329,,5
35330,,4
35331,,1
35332,,5
35333,,4
35334,,6
35335,,3
35336,,0
35337,,3
35338,,4
35339,,4
35340,,4
35341,,5
35342,,5
35343,,5
35344,,6
35345,,4
35346,,6
35347,,4
35348,,0
35349,,3
35350,,5
35351,,4
35352,,4
35353,,3
35354,,1
35355,,0
35356,,6
35357,,1
35358,,6
35359,,3
35360,,0
35361,,3
35362,,4
35363,,0
35364,,5
35365,,1
35366,,5
35367,,3
35368,,3
35369,,1
35370,,6
35371,,1
35372,,3
35373,,0
35374,,4
35375,,6
35376,,2
35377,,0
35378,,1
35379,,0
35380,,4
35381,,3
35382,,4
35383,,4
35384,,5
35385,,6
35386,,0
35387,,4
35388,,1
35389,,1
35390,,0
35391,,0
35392,,3
35393,,5
35394,,4
35395,,5
35396,,0
35397,,6
35398,,5
35399,,5
35400,,6
35401,,2
35402,,0
35403,,3
35404,,3
35405,,1
35406,,3
35407,,6
35408,,1
35409,,1
35410,,4
35411,,4
35412,,5
35413,,1
35414,,0
35415,,5
35416,,5
35417,,0
35418,,3
35419,,3
35420,,6
35421,,3
35422,,1
35423,,3
35424,,6
35425,,0
35426,,4
35427,,5
35428,,3
35429,,6
35430,,1
35431,,4
35432,,6
35433,,0
35434,,3
35435,,1
35436,,3
35437,,5
35438,,0
35439,,6
35440,,1
35441,,6
35442,,1
35443,,5
35444,,2
35445,,5
35446,,4
35447,,4
35448,,4
35449,,0
35450,,0
35451,,6
35452,,4
35453,,6
35454,,1
35455,,4
35456,,0
35457,,0
35458,,2
35459,,6
35460,,6
35461,,5
35462,,5
35463,,5
35464,,0
35465,,0
35466,,1
35467,,1
35468,,5
35469,,3
35470,,6
35471,,3
35472,,1
35473,,3
35474,,0
35475,,5
35476,,2
35477,,6
35478,,1
35479,,5
35480,,1
35481,,4
35482,,3
35483,,4
35484,,3
35485,,0
35486,,0
35487,,1
35488,,4
35489,,1
35490,,1
35491,,6
35492,,3
35493,,0
35494,,1
35495,,3
35496,,0
35497,,6
35498,,4
35499,,3
35500,,4
35501,,1
35502,,2
35503,,6
35504,,5
35505,,4
35506,,3
35507,,2
35508,,5
35509,,0
35510,,6
35511,,4
35512,,1
35513,,3
35514,,0
35515,,0
35516,,4
35517,파리 시내에서 충돌 후 버스 운전사가 승용차 운전자를 숨지게 합니다,4
35518,"문화체육관광부, 서울시와 협의해 한국문학관 건립 추진",2
35519,강원 전역 오전 10시 건조특보 해제…3~10cm 눈 예보,3
35520,루브르 박물관이 마음에 들지 않아요. 끌리는 박물관으로 오세요,3
35521,아시아 태평양 통신사 총회 개막,2
35522,트럼프 내부고발자 리트윗 트위터 오류로 실종,4
35523,"스페인 독일 UEFA U21 챔피언십 결승, 맞대결",5
35524,중국과 미국은 새로운 광장 합의에 대해 걱정하고 있습니다,4
35525,"방송통신위원장, MBC 제작현장 방문",2
35526,리비아 병원 습격으로 의사 5명 사망,4
35527,아름다운 마무리...방탄소년단의 메시지는 '러브 유어셀프'입니다,3
35528,오승환 투런포 2개 허용…⅔이닝 4실점,5
35529,지난해 글로벌 기업공개(IPO) 시장 한파...3년 만에 공모 감소,1
35530,"리비아 동부 군벌, 이슬람 희생 휴일 휴전",4
35531,9월 KOVO컵 프로배구 순천대회…13개 팀 참가,5
35532,트뤼도 캐나다 총리는 홍콩 시위에 신중하게 대처해야 합니다,4
35533,이영표의 축구와 삶으로부터의 깨달음,5
35534,만리장성 건축자재…중국 정부 더는 못 참겠어,4
35535,홍윤식 청문회…총선운영·지방재정 등 정책질의 집중,6
35536,"출생, 사망, 결혼 및 이혼 건수의 그래프 추세",2
35537,SKT 무료 음성통화 서비스 누구호 출시,0
35538,네이버 자율주행·AI 분야 신규 스타트업 2곳,0
35539,"이장석 전 히어로즈 대표, KBO 상벌위원회 영구결격",5
35540,김정은 특사에게 6가지 사항을 언급해서 어려움을 잘 알고 있고…알겠습니다.,6
35541,하나금융투자 오리온 2분기 이익 증가 가능…최고경영자 낙마,1
35542,갤럭시노트7 최대 26만4000원 지원...60만원대 이용 가능,0
35543,서울 재건축 아파트 시가총액 120조원 붕괴,1
35544,내가 우울하고 혼자 있을 때... 시와 소설을 고를 것입니다,3
35545,문 대통령 방문국 국민께 트위터 송년인사…평화의 길 함께 하겠습니다,6
35546,여자 농구 3대3 국제대회 13~14일 고양서 개최,5
35547,"MBK파트너스, 두산공작기계 우선협상대상자로 선정",1
35548,2019 농협 재무관리 전략회의,1
35549,"미군, 이라크와 시리아 철군 후 4주 이내 이라크 철수 예정",4
35550,"FBI 용의자, 외국 테러 조직에서 잠재적 영감 획득, 급진화 보고서 3",4
35551,◦배구 8일 아시아선수권대회 소집…정대영 대신 박은진,5
35552,피에스케이홀딩스 최대주주법인 흡수합병,1
35553,특징주 안희정 테마주 하한가로 직행,1
35554,"문 대통령, 잘했다…78.3% 급등…남북정상회담 효과 리얼미터",6
35555,미래에셋대우 엔씨소프트 매출 1위...대상은 ↑,1
35556,"삼성전자, 갤럭시 워치 국내 출시",0
35557,아시안컵 출전 명단 확정...김진수 탈락,5
35558,넥슨 신작 모바일 게임 '트라하' 출시,0
35559,"월드컵 전력 분석 그룹 A 러시아, 사우디아라비아, 이집트, 우루과이",5
35560,랜섬웨어가 유행하고 있음에도 불구하고 PC 사용자의 27%만이 정기적으로 백업합니다,0
35561,2019년 주식결제 SK하이닉스 시가총액 56% 증가...대기업 중 증가율 1위,1
35562,ISDN 3분기 영업이익 154억원…83% 감소,1
35563,LG G6 구매 혜택 5월에도 계속,0
35564,강원 양양·속초 호우특보 확대…262mm 폭우,3
35565,8월 주택 대출 기반 코픽스 둔화,1
35566,"메르켈, 독일 제2의 장수 총리 등극…2년 더 장기 선고",4
35567,일본 금융자금 규모 일본 금융자본의 한국 유입,1
35568,그래픽 북한의 주요 사건 및 고강도 도발 예상 시기,6
35569,이란 영공 침범 외국 드론 격추,4
35570,NBA 토론토 개막 후 6연승…밀워키 5승,5
35571,NBA 우승 후보 휴스턴 뉴올리언스 19점 차 완패,5
35572,LTE 드론으로 실시간 사고 모니터링 SKT 영상재난구조시스템,0
35573,"러시아, 화물차단 분쟁서 승소...WTO 국가안보 이유 첫 인정",4
35574,김정은 북한 국무위원장 최고인민회의에서 임명…단일체제 전면 완성,6
35575,김정은 북한 국무위원장의 2016년 신년사 주요 내용은,6
35576,"사우디·이스라엘, 이란 정예군 테러조직 지정 기뻐",4
35577,이란의 국제자금세탁방지기구 가입은 실패할 가능성이 높습니다,4
35578,고온에 견딜 수 있고 방사선을 차단할 수 있는 백색 그래핀을 쉽게 만들 수 있습니다,0
35579,정부 국회법상 국회 청문회…사업 위축 가능성 높아,6
35580,화사한 색감 vs 공들여...글로벌 메신저 앱 광고 앞에서 얼굴이 갈립니다,2
35581,코스피 상승 출발… 장중 2070선 회복,1
35582,"유가 폭락, 세계 경제 뒤흔들…산유국 정권 교체 가능성",1
35583,세입자 구하기 어려워... 아파트 입주 5개월 만에 70대.,1
35584,트럼프 이란 외무장관 대화 원하지만 볼턴 정권교체 추구,4
35585,"아프간 언론, 15~20개월 내 철군 완료 합의",4
35586,남북공동연락사무소 개보수 작업 시작…26차 방북,6
35587,"김동연 부총리, 야당 의원들과 면담",6
35588,"금감원장, 저축은행에 고금리 대출 개선 방안 지시",1
35589,"BNK금융운용, 자사주 매입 확대…지난해 이후 24만주",1
35590,WISCOM 지난해 연결 영업이익 22억원...60% 감소,1
35591,"중국, 홍콩 전면 통제…""일국양제"" 도전 받아들이지 않아",4
35592,"예멘 정부, 최대 반군 격전지 호데이다 철군 재합의",4
35593,언론노조 공직선거법 위반 혐의로 기소된 부산일보 사장,2
35594,갤럭시 홈 AI보다 스피커에 집중...한국 도예의 동기,0
35595,캐나다 자유당 정부의 시민권 박탈이 급격히 증가했습니다,4
35596,"주말 N여행, 영남지역 한복입기, 말타고 노란강간에서 인생샷 찍기",3
35597,"트럼프, 시리아 제재 1년 연장 잔혹한 폭력과 인권 유린 규탄",4
35598,류현진 100번째 등판 아픔과 자발적 강판…1 2 3이닝…,5
35599,전문주 한진칼우 닷새 만에 최고가...한진그룹 주가 고공행진,1
35600,안드로이드 폰 보안 레드 플래그: 2분기에 취약성 5배 급증,0
35601,"김학범호, 아시안게임 붉은 유니폼 입고 우즈베키스탄과 8강전 출전",5
35602,20대들이 가장 많이 구입하는 책은 시험지와 외국어 책입니다,3
35603,다른 남자를 납치해 헤어진 연인을 흉기로 위협한 40대,2
35604,MWC 2018 나처럼 생긴 AR 이모지 매력적... 갤럭시S9 사용 후 종합적,0
35605,이번 주말 남산에서 전통문화 즐기기...서울 무형문화제 개최,3
35606,중국 경제성장 양극화 심화…랴오닝성 상반기 마이너스 성장,4
35607,박 대통령 지지율 31.4%…부정평가 리얼미터서 TK 앞서,6
35608,새로운 조선의 리더십 경영과 태양은 아침에 떠오르는 별입니다,3
35609,설 연휴 앞두고 부동산 달력 매매시장 잠잠,1
35610,"류현진, 재활 없이 빅리그 복귀…빠르면 밀워키전",5
35611,사상 초유의 두 사람 대결…여야 정치적 계산,6
35612,나는 내 새 책에서 그곳에 있었습니다. 나는 예술의 도시를 만났습니다,3
35613,프로농구 전자랜드 5경기 6전 전패...,5
35614,136년 전통의 밴드 탄생 30주년 기념 투어,3
35615,,3
35616,지구특공대 선발 아우크스 라이프치히와의 22무,5
35617,선거법 및 검찰개혁법에 관한 41개 전문협의체 합의,6
35618,Facebook 비밀번호 없이 인터넷 세상 만들기,0
35619,김동철 사장의 방송법 재검토 지시에 경악...오만과 독선,6
35620,프로배구 개막 ㅠㅠ 반갑다 V리그...12일 6개월간 팡파르,5
35621,"아르헨티나는 우루과이와 비기기 00...브라질, 에콰도르, 20...",5
35622,올해 마지막 날 전국에 꽃샘추위…서울 9.5도,3
35623,야행성 동물의 눈 원리를 밝히는 데 사용...4배 밝은 발광 필름 개발,0
35624,KB증권 CJ EM 4분기 실적 충격...목표주가 ↓,1
35625,볼턴 정의용 안보실장 한반도 평화체제 구축 방안 논의,6
35626,두테르테가 1차 마약 전쟁에서 승리해 2천명을 죽였습니다... 이번이 2차입니다,4
35627,EU와 브렉시트 재협상 불가…협상단 간 회동 계획 없어,4
35628,특징주 골든브릿지증권 최대주주 지분 매각 상한선,1
35629,주택정책심의위원회 표정이 굳은 김현미 장관,6
35630,삼성 갤럭시노트7 배터리 결함 발화…책임 인정 1보,0
35631,맨체스터 시티의 웨스트 브로미치가 3위로 도약...챔피언스로 직행 ↑,5
35632,오리온 씨거스 3연속 3점슛... 익숙하지 않은 거 알아요,5
35633,경북 26일 대부분 영하 10도 이하…낮 기온 평년 수준 회복,3
35634,"258g → 3.37kg, 세계에서 가장 작은 아기 건강하게 퇴원",4
35635,안양 프로축구 2부 추가시간 안산 자책골로 승리...꼴찌 탈락,5
35636,황창규 KT 차기 회장 내정…전체 재선 성공,2
35637,치쿤구니아는 브라질의 지카와 뎅기열보다 더 위험할 수 있습니다,4
35638,"축구 유망주 차붐플러스, 독일 원정팀에서 선수 생활 시작",5
35639,"이란, 美 정찰기 영공 침범 시도…걸프 해안 상공 긴장",4
35640,"정현백 장관, 초등학교 성평등 교육 확산을 위한 간담회 참석",2
35641,"류현진, 1이닝 무실점으로 메이저리그 올스타전에 선발 출전한 최초의 한국인 류현진",5
35642,직원이 보낸 YTN 정규화 작업은 포괄적입니다,2
35643,"LG전자, PC 마우스로 스마트폰 제어 앱 출시",0
35644,5G 가입자 3개월 연속 50만명…연내 500만명 돌파 가능성,1
35645,교황 이슬람의 탄생지에서 최초의 미사... 17만명의 군중,4
35646,주말N여행 영남권 열기구 첫 등장…해변마다 개성 있어,3
35647,세계 최초 상업용 5G폰 도난…다음 달 11일 미국 출시,0
35648,SKT 옥수수 SKT 5GX관 설치…5G 미디어 콘텐츠 공개,0
35649,롯데제과 사무실에 인공지능 안내 로봇 배치,0
35650,홍준표 윤석열 임명시 한국당 의원 낙선…지도부 책임,6
35651,미세먼지 잡는 과학기술,0
35652,미국 연방 예산 적자 급증... 1조 달러 적자,4
35653,이재현 CJ 회장 재상고 포기 선고 유예 가능성은,2
35654,"샌더스, 힐러리 캘리포니아 패배 시 트럼프 협력 피해",4
35655,Basel 우리는 은행 투자 상품 중 시장 위험의 분류를 명확히 합니다,1
35656,"유람선 사고에 분노한 베네치아 시민들, 대형 선박 금지",4
35657,민주민생 여야 없어…2월 국회 설득·유압 본격화,6
35658,현대사료 지난해 영업이익 30억원…26.9% 감소,1
35659,창원 장미공원 개장,3
35660,"튀르키예, 쿠르드족 공격…핵무기 개발 가능성",4
35661,특징주 삼성증권 나흘째 약세... 하락세 둔화,1
35662,미군이 아프가니스탄에서 철수할 때 동맹국들과 협의할 미 국방부 장관 대행,4
35663,"개빈 부모 상대 25점…박철우, 삼성화재 비웃음",5
35664,자본주의를 만드는 것은 사치입니다…사치와 자본주의 개정판 출간,3
35665,"수림문화재단, 올해 12개 팀 작품 창작 지원",3
35666,박 대통령이 20대 국회를 완전히 바꿔놓기를 바랍니다,6
35667,김종인 경제난은 정부 책임 회피,6
35668,캐나다 직장인의 주간 최고 생산성,4
35669,,5
35670,G6 디자인과 카메라 호평...프로세서가 너무 안 좋아,0
35671,헬로키티라는 캐릭터가 국내 가족 뮤지컬 무대에 올랐습니다,3
35672,"트럼프 면죄부 특검 결론에도...美여론, 의구심을 살핀다",4
35673,주노는 28억 킬로미터를 날아가 목성의 궤도에 진입합니다. 태양계를 탐험할 겁니다. 두 걸음입니다,0
35674,한라 1분기 연결 영업이익 243억원...18배,1
35675,북한 평양 주재 외교사절에게 안보리 제재 입장 설명,6
35676,"박지수, WNBA 최종전서 4득점 5리바운드...단일팀 합류할 듯",5
35677,"베테랑 수비수 박주호, 이제 서른 살...축구 인생의 터닝포인트",5
35678,"그래픽 손흥민 시즌 10호, 11호 골",5
35679,강한 한파에 금강이 6년 만에 얼어붙었습니다,3
35680,LG V30 F1.6 렌즈 장착...밝고 선명함,0
35681,미래에셋대우 LG유플러스 배당 증가 예상,1
35682,"북한, 장거리 미사일 발사 준비... 이르면 일주일 내 포로 발사",6
35683,베트남 3대 대도시 거주자 복수비자 대상 영주권자로 제한,4
35684,"일본 아베 선거 연설 일정 미공개…유세 중단, 야유 받겠습니다",4
35685,"KT, 삼성전자와 연계한 기가 IoT 홈서비스 4종 추가",0
35686,국내 기업들 상반기 합병가치 40% 하락,1
35687,변화하는 신간 세계를 맞이한 한국화와 유학자 4대,3
35688,"이란 미사일, 북한 발사체 발사 후 방어 주장 도입",6
35689,"방송통신위원회 이효성 위원장, 민영방송의 날 기념식 참석",2
35690,◦해리 왕자의 어머니 다이애나는 광산 근절의 흔적을 찾기 위해 앙골라로 갔습니다,4
35691,비바람 햇빛 사진 보러 오세요,3
35692,"DB손해보험, 아이폰 사용자 음성인식 긴급출동 서비스",0
35693,"호주 대학들, 외국 정부 영향력 확대 막기 위해 태스크포스 구성",4
35694,"IBK투자 삼성전자, 내년 영업이익 21% 증가…목표가격 인상",1
35695,피츠버그 강정호 2타수 무안타...3경기 연속 침묵,5
35696,북한 수소폭탄 실험에 북·중 관계 급랭...시진핑 정상회담 끝날 듯,6
35697,귀성길 수원 마비 3cm 눈…1시간이면 1km도 채 안 돼,3
35698,갤럭시노트7 빈칸 갤럭시S7 채움...S8 키워드는 안전과 AI,0
35699,국보 제78호 금동방아사생활상,3
35700,개막 후 5경기 만에 승리 없는 서울·대구 최악의 출발,5
35701,SKT 실내 5G 중계 기술 시연…도심 VR 영상통화,0
35702,히틀러 생가 법정 싸움 종결…전 소유주 11억원 배상,4
35703,한국전력 개빈 KB손해보험 산체스…하위권 희망으로,5
35704,"수단군, 학생 시위대 사망 관련 군인 9명 체포",4
35705,미세먼지 저감조치 발령으로 서울시청 주차장 폐쇄,2
35706,"그래픽 작년에, 1,988명의 부유한 사람들이 51채 이상의 집을 소유했습니다",1
35707,강원·충북·경상·전북에 대설특보…태백 밤사이 17cm 쌓인다,3
35708,내년에 남자 MVP 정지석 대한항공 우승하고 싶습니다,5
35709,경기도 김포 돼지농장에서 구제역 확진…방역작업,2
35710,스마트폰으로 남성 불임 진단…정확도 98%,0
35711,에어부산 추석 신나는 비행 이벤트,3
35712,특징주 L,1
35713,류현진 사이영상 단독 2위로 수정...아시아 최초...,5
35714,대전·충남 한파 한풀 꺾일 듯...한파특보 일주일 만에 해제,3
35715,주말 N여행 수도권 열대야가 사라진 밤 인천에서 맥주축제 즐기자,3
35716,"지동원, 4분에 출전해 아우크스부르크전 40승으로 40승을 거뒀습니다",5
35717,"문 대통령, 농림축산식품부 직원들과 인사",6
35718,U11이 탑재된 아마존 알렉사 HTC 스마트폰,0
35719,"김정은, 더 많은 군사공격…신무기 개발 의지 표명",6
35720,"국회법에 대한 법무부 장관 청문회 대응 활성화, 민주적 원칙 훼손",6
35721,"강원 산불 피해자들, 한전 본사에서 피해보상 요구 시위",2
35722,"카톡, 에어컨 틀어...삼성 생활가전에도 카카오 AI 탑재",0
35723,"아시안게임에 복귀한 골키퍼 조현우, 지지 않고 금메달 획득...",5
35724,유조선에 격추된 미군 무인기… 끓는 호르무즈 해협,4
35725,문 대통령 기자단·등산… 취재진 분주한 상황 속에서 구슬땀 흘립니다,6
35726,수상한 오토바이가 비디오 버스 정류장을 맴돌고 있어...누구세요,2
35727,올림픽 예선 준비 위해 부상 입은 듯…몸 상태 좋아,5
35728,중국 지진센터 북한 지진 규모 4.9…진앙 깊이 0km…폭발 추정 속보,4
35729,LG V30으로 촬영한 단편영화 6편 뉴욕영화제서 화제,0
35730,박 대통령이 여야정 협의체를 만들어 소통하는 것도 방법입니다,6
35731,"신한금융투자, 엄지 주식거래 간편인증 도입",1
35732,나사의 행성 탐험가 주노가 7월 4일 목성 궤도에 진입합니다,0
35733,LH 대출 상환 어려운 한계임대주택 500가구 매입 후 재임대,1
35734,"홍콩 고등법원, 시위자들의 마스크 착용을 막기 위한 헌법적 복면금지법",4
35735,베스트셀러 조정래 신작 5위 등극,3
35736,갤럭시폰 지문인식 뚫려...실리콘 케이스로 잠금 해제,0
35737,"사우디 에볼라 비상 사태 민주 콩고, 성지 순례 금지",4
35738,서해안 고속도로에서 발생한 13중 추돌 사고,2
35739,이란 유조선 지브롤터가 핵 협상의 실존적 위기 속에 암초를 억류했습니다,4
35740,SKTCJ 헬로비전 M,2
35741,"동영상 트럼프 유럽, 자국에서 IS 포로 800명 연행",4
35742,조용병 신한은행장은 모든 면에서 최고를 지향해야 합니다,1
35743,47mm 겨울비에 흠뻑 젖은 부산…15일부터 추워지고 있습니다,3
35744,류현진 복귀전서 옐리치에게 연타석 솔로포 헌납…9K 퇴색,5
35745,KT 듀얼카메라폰 갤럭시진 내일 단독 출시,0
35746,홍천서산불 50분만에 진화...산림 1000㎡ 소실 추정,2
35747,"삼성전자, 특징주 블록딜 불확실성 해소 후 5만원대 회복",1
35748,"경기 연천 DMZ 산불, 20㏊ 태우고…헬기 종합 철수",2
35749,손동작만으로 화면 조작…LG G8 씽큐 내달 24일 MWC서 공개,0
35750,"KT, 5G RF 중계기 성능 향상 스마트 동기화 기술 상용화",0
35751,◦ 아우토반 시속 130km 제한 제안 긴장,4
35752,게시판 KT 단말기보험 초안심 출시…배터리 교체 보상,0
35753,"케냐 대통령, 한국은 호랑이... 조용히 세계를 공격했습니다",4
35754,"글로벌 악재에 원화 1,222원까지 상승…전체로는 3년 5개월 만에 최고치",1
35755,"바른미래, 다음주부터 현장 최고...부산·울산 첫 방문",6
35756,"이란에 격추된 미국 드론, 이란 영공 침범…유엔 회부",4
35757,바른미래당 창원시 4·3 보궐선거대책본부 출범식,6
35758,단독주택 공시가격 상승에 따른 재산세 및 일반세 부담 증가,1
35759,북한서 택시기사 인기...채용 뇌물도 RFA,6
35760,"높이 60cm, 백자대호 경매에서 10억5천만원에 낙찰",1
35761,사내 지침 공유 위장 랜섬웨어 경고 전자 메일,0
35762,"리비아 통합정부, 트리폴리 남부 군벌세력 격퇴",4
35763,프랑스 노동법 개정 반대 시위로 곳곳에서 기름 부족 사태가 벌어졌습니다,4
35764,"평일 출퇴근, 주말 관광…한강공동버스 내달 운행",3
35765,"IS, 이라크 유전 검문소 공격…사망 2명, 부상 3명",4
35766,"샤오미 Mi5, MWC서 공개…50만원대 프리미엄폰",0
35767,"국회, 9월 30일부터 10월 18일까지 국정감사 일정 제시",6
35768,"신문협회, 6·13 지방선거 관련 신문활용교육 워크북 배포",2
35769,"코스피 상승, 원·달러 환율 하락",1
35770,66 이집트 항공기 지중해 추락…가능성 배제할 수 없어 총 3단계,4
35771,문재인 정부의 유전자에는 민간인 사찰이 없습니다,6
35772,"스튜디오 썸머, 장외파생상품 거래로 357억원 손실",1
35773,"KB의 아쉬운 5세트…상대적 행운, 불운, 불운",5
35774,페이스북 친구·가족뉴스 먼저…언론 영향 예상,0
35775,시카고 컵스 WS 우승자 데이비드 로스가 새 감독으로 선임됐습니다,5
35776,"북한 전쟁 무기 생산지에 있는 김일성, 김정일 동상",6
35777,"김윤 SKT AI센터장, 세상을 바꿀 AI 기술 개발",0
35778,국회 입법으로 검경 수사권 조정…산 넘어 물 건너기,6
35779,아시안게임 남북단일팀 격려행사 참여 이상 경기 집중...,5
35780,국회 추천 신임 총리 후보자는...여야 신경전,6
35781,이란 주재 네덜란드 외교관 2명 만나,4
35782,"헝가리 검찰, 마이크로소프트 뇌물 혐의 조사",4
35783,100조 시냅스 인간의 뇌를 모방한 차세대 메모리 개발,0
35784,날이 흐려도 나들이하기 좋은 초가을…도심 혼잡·정체 고속도로,3
35785,정치권 8·15 특사단 온도차…적극 환영 vs 신중론 우세,6
35786,"불펜 5명 무실점 협업, 쐐기포…SK 삼성전 2연승",5
35787,대구 현대미술계 발전과정 조명…월간 미술관 포럼,3
35788,메시지를 받으면 짖습니다... 26개의 추가 알림음,0
35789,"유럽 주요국, 베네수엘라 대선 재투표 마감 통보",4
35790,야영장 운영자는 손해보험에 가입해야 합니다,2
35791,지난해 지분 관련 사채권 행사 1조2740억원…45% 증가,1
35792,아스널을 구한 18살 은케티아…대스타 발표,5
35793,법무부 장관 직권상정·정부 마비에 대한 국회 입법 주장 황당,6
35794,폐기물 재활용에 눈을 뜬 14억 원의 나라 중국이 잇따라 과태료 제도를 도입했습니다,4
35795,"다음주 날씨, 여름 더위 계속…23일 남부비뉴스",3
35796,"호남 DJ 추모행사에 문재인, 손학규, 박지원 나란히 참석",6
35797,"MLB PS 10개 팀 확정...WC 랭킹, 최고 승률...",5
35798,"이스라엘 총선, 청·백당 33석 확보…네타냐후 2석 앞서",4
35799,"MWC18, 세계적인 관심 유도",0
35800,포켓몬 고 스페셜 앱 Co 폰 배터리 충전 자판기 확장,0
35801,"박 대통령, 유연근무제 확산 위한 인프라 비용 지원 검토",6
35802,"프란치스코 교황, 3일간 정교회 국가인 루마니아 방문",4
35803,대림산업 지배구조 개선 및 배당 확대 기대감에 특징주 신고,1
35804,"영상 : 김정은 메르세데스벤츠 탑승, 대북제재 위반…대정부 질문전",6
